customerID,Contract,MonthlyCharges,TotalCharges,PaymentMethod,PaperlessBilling,billing_risk_score,Churn,churn_risk_segment
1226-UDFZR,Month-to-month,49.6,114.7,Mailed check,Yes,4,Yes,High Risk
5955-EPOAZ,Month-to-month,20.95,109.5,Mailed check,Yes,4,No,Medium Risk
6821-JPCDC,One year,97.05,4692.95,Electronic check,Yes,3,No,Low Risk
8815-LMFLX,Month-to-month,25.4,546.85,Bank transfer (automatic),Yes,4,No,Medium Risk
9135-HSWOC,Two year,19.7,1274.05,Bank transfer (automatic),Yes,1,No,Medium Risk
8582-KRHPJ,Month-to-month,35.0,1782.4,Mailed check,Yes,4,No,Medium Risk
5811-IWXYM,One year,101.25,5301.1,Bank transfer (automatic),No,0,No,Low Risk
7044-YAACC,Month-to-month,70.2,280.35,Electronic check,Yes,6,No,Medium Risk
8189-XRIKE,Month-to-month,90.95,2897.95,Electronic check,No,5,No,Medium Risk
1506-YJTYT,Two year,73.85,3371.0,Credit card (automatic),No,0,No,Low Risk
4123-DVHPH,Month-to-month,88.05,801.3,Electronic check,Yes,6,No,Medium Risk
6425-YQLLO,One year,105.95,6975.25,Credit card (automatic),Yes,1,Yes,High Risk
5442-UTCVD,Month-to-month,91.85,257.05,Electronic check,No,5,Yes,High Risk
2228-BZDEE,Two year,20.1,1079.45,Mailed check,No,0,No,Low Risk
7734-DBOAI,Month-to-month,40.1,40.1,Electronic check,No,5,Yes,Medium Risk
2789-CZANW,Two year,110.3,6997.3,Bank transfer (automatic),No,0,No,Low Risk
2091-RFFBA,Month-to-month,73.9,2217.15,Electronic check,Yes,6,Yes,Medium Risk
2114-MGINA,Month-to-month,89.8,1129.1,Mailed check,Yes,4,Yes,High Risk
7596-LDUXP,One year,85.15,979.05,Credit card (automatic),Yes,1,No,Medium Risk
3740-RLMVT,One year,60.95,4119.4,Bank transfer (automatic),Yes,1,No,Low Risk
4489-SNOJF,Month-to-month,72.25,2568.55,Electronic check,No,5,Yes,High Risk
2192-OZITF,Two year,73.55,3349.1,Mailed check,No,0,No,Low Risk
5651-CPDND,Month-to-month,46.0,492.1,Mailed check,No,3,No,Medium Risk
2186-QZEYA,Month-to-month,58.55,1718.95,Bank transfer (automatic),Yes,4,No,Medium Risk
1131-ALZWV,One year,24.6,605.25,Bank transfer (automatic),No,0,No,Low Risk
7729-XBTWX,Two year,19.75,1344.5,Mailed check,Yes,1,No,Low Risk
9134-WYRVP,One year,86.35,4267.15,Mailed check,No,0,No,Low Risk
3284-SVCRO,Two year,25.5,1121.05,Mailed check,No,0,No,Low Risk
9732-OUYRN,One year,19.0,918.7,Credit card (automatic),No,0,No,Low Risk
0559-CKHUS,Two year,19.55,521.8,Mailed check,Yes,1,No,Low Risk
2931-SVLTV,Month-to-month,110.1,4469.1,Credit card (automatic),Yes,4,No,Medium Risk
6899-PPEEA,Month-to-month,96.55,3580.3,Electronic check,Yes,6,Yes,High Risk
7504-UWHNB,Month-to-month,69.75,1729.35,Electronic check,No,5,No,Medium Risk
2582-FFFZR,Month-to-month,50.6,1073.3,Electronic check,Yes,6,No,Medium Risk
8908-NMQTX,Two year,65.6,4566.5,Bank transfer (automatic),Yes,1,No,Low Risk
2187-LZGPL,Month-to-month,40.1,293.3,Credit card (automatic),Yes,4,Yes,Medium Risk
1431-AIDJQ,Two year,82.1,2603.1,Credit card (automatic),No,0,No,Low Risk
6288-LBEAR,Month-to-month,79.1,1783.75,Mailed check,Yes,4,No,Medium Risk
4597-NUCQV,Month-to-month,101.25,2440.15,Electronic check,Yes,6,Yes,High Risk
9019-QVLZD,Month-to-month,79.55,79.55,Electronic check,No,5,Yes,Medium Risk
8413-YNHNV,Two year,90.65,6322.1,Mailed check,No,0,No,Low Risk
5808-TOTXO,One year,20.55,57.4,Credit card (automatic),Yes,1,No,Low Risk
4369-NYSCF,One year,75.75,4284.65,Bank transfer (automatic),Yes,1,No,Medium Risk
6333-YDVLT,One year,110.0,7138.65,Credit card (automatic),Yes,1,No,Low Risk
5324-KTGCG,One year,20.85,1539.75,Electronic check,No,2,No,Low Risk
5599-HVLTW,Month-to-month,80.35,1058.1,Bank transfer (automatic),Yes,4,No,Medium Risk
7394-LWLYN,Month-to-month,70.15,123.8,Electronic check,Yes,6,No,Medium Risk
3707-LRWZD,One year,84.05,2781.85,Electronic check,No,2,Yes,Low Risk
6873-UDNLD,Month-to-month,67.45,2731.0,Electronic check,No,5,No,Medium Risk
2700-LUEVA,Month-to-month,20.75,20.75,Credit card (automatic),No,3,No,Low Risk
1455-ESIQH,Month-to-month,89.1,89.1,Electronic check,Yes,6,Yes,Medium Risk
0958-YHXGP,Month-to-month,69.9,497.3,Mailed check,Yes,4,No,Medium Risk
1101-SSWAG,Month-to-month,51.1,711.15,Electronic check,Yes,6,No,Medium Risk
2979-SXESE,Month-to-month,94.4,1607.2,Electronic check,No,5,Yes,High Risk
4013-TLDHQ,Month-to-month,78.25,1490.95,Electronic check,Yes,6,Yes,High Risk
5743-KHMNA,Two year,25.55,1898.1,Bank transfer (automatic),No,0,No,Low Risk
4194-FJARJ,Two year,60.0,3273.95,Bank transfer (automatic),No,0,No,Medium Risk
5325-UWTWJ,Month-to-month,90.55,2929.75,Credit card (automatic),Yes,4,No,Medium Risk
3969-GYXEL,Month-to-month,76.4,838.7,Electronic check,No,5,No,Medium Risk
9208-OLGAQ,Month-to-month,84.95,1443.65,Electronic check,Yes,6,No,High Risk
3244-CQPHU,Two year,110.1,7746.7,Bank transfer (automatic),Yes,1,No,Low Risk
2674-MLXMN,Month-to-month,99.65,6951.15,Credit card (automatic),Yes,4,No,High Risk
9708-HPXWZ,Month-to-month,45.4,214.75,Credit card (automatic),No,3,No,Low Risk
6992-TKNYO,One year,69.0,2669.45,Credit card (automatic),No,0,No,Medium Risk
4468-YDOVK,Month-to-month,48.65,235.2,Bank transfer (automatic),Yes,4,No,Medium Risk
3754-DXMRT,Month-to-month,44.15,92.65,Electronic check,Yes,6,Yes,Medium Risk
5792-JALQC,Two year,59.85,3103.25,Bank transfer (automatic),No,0,No,Low Risk
7130-VTEWQ,Month-to-month,75.75,606.25,Electronic check,Yes,6,Yes,Medium Risk
2200-DSAAL,Two year,80.65,5330.2,Electronic check,Yes,3,No,Low Risk
4302-ZYFEL,One year,20.55,1403.1,Credit card (automatic),Yes,1,No,Low Risk
9351-LZYGF,Month-to-month,66.4,2727.8,Credit card (automatic),Yes,4,No,Medium Risk
4366-CTOUZ,Two year,100.2,5038.45,Mailed check,Yes,1,No,Low Risk
6121-VZNQB,Month-to-month,19.1,19.1,Mailed check,Yes,4,Yes,Medium Risk
7903-CMPEY,Month-to-month,80.3,80.3,Electronic check,Yes,6,Yes,Medium Risk
1518-OMDIK,Month-to-month,44.55,1462.6,Credit card (automatic),Yes,4,No,Medium Risk
6671-NGWON,Month-to-month,20.35,150.6,Mailed check,No,3,No,Low Risk
0595-ITUDF,Month-to-month,91.8,5960.5,Electronic check,Yes,6,No,Medium Risk
6996-KNSML,Month-to-month,74.9,74.9,Electronic check,Yes,6,Yes,High Risk
1955-IBMMB,Two year,20.2,1192.3,Bank transfer (automatic),Yes,1,No,Low Risk
0096-BXERS,Month-to-month,50.35,314.55,Electronic check,No,5,No,Medium Risk
3806-YAZOV,Month-to-month,18.8,56.0,Mailed check,No,3,No,Low Risk
7998-ZLXWN,Month-to-month,20.45,330.8,Credit card (automatic),No,3,No,Medium Risk
6253-WRFHY,One year,64.75,877.35,Electronic check,Yes,3,No,Low Risk
9133-AYJZG,Month-to-month,98.7,2249.1,Credit card (automatic),Yes,4,No,Medium Risk
2675-OTVVJ,Month-to-month,89.45,2807.65,Electronic check,No,5,No,Medium Risk
8680-CGLTP,One year,58.75,1696.2,Electronic check,Yes,3,No,Low Risk
8430-TWCBX,One year,20.7,1032.05,Credit card (automatic),No,0,No,Low Risk
5018-GWURO,Month-to-month,85.6,4902.8,Bank transfer (automatic),Yes,4,No,Medium Risk
6741-QRLUP,Two year,80.3,4995.35,Credit card (automatic),Yes,1,No,Low Risk
4737-HOBAX,Two year,79.8,5034.05,Credit card (automatic),No,0,No,Low Risk
0537-QYZZN,Month-to-month,79.85,1857.75,Electronic check,Yes,6,No,High Risk
3340-QBBFM,One year,54.1,1992.85,Credit card (automatic),No,0,No,Low Risk
1704-NRWYE,Month-to-month,80.85,751.65,Electronic check,Yes,6,Yes,High Risk
2592-SEIFQ,Month-to-month,24.75,66.95,Electronic check,No,5,Yes,Medium Risk
8200-KLNYW,One year,80.9,1714.95,Mailed check,No,0,No,Low Risk
3372-CDXFJ,One year,24.5,343.6,Bank transfer (automatic),No,0,No,Low Risk
4781-ZXYGU,Month-to-month,20.15,20.15,Bank transfer (automatic),Yes,4,No,Medium Risk
7632-YUTXB,One year,20.05,520.1,Mailed check,No,0,No,Medium Risk
2718-YSKCS,Two year,19.6,1387.45,Bank transfer (automatic),Yes,1,No,Medium Risk
9896-UYMIE,One year,114.3,7383.7,Bank transfer (automatic),Yes,1,No,Low Risk
0853-NWIFK,One year,100.3,4483.95,Electronic check,Yes,3,No,High Risk
8212-CRQXP,Month-to-month,80.0,1706.45,Credit card (automatic),Yes,4,No,Medium Risk
6980-CDGFC,One year,20.85,1327.4,Bank transfer (automatic),Yes,1,No,Low Risk
7691-XVTZH,Two year,89.95,5974.3,Bank transfer (automatic),Yes,1,No,Medium Risk
2520-SGTTA,Two year,20.0,1397.475,Mailed check,No,0,No,Medium Risk
7481-ATQQS,Month-to-month,90.85,4515.85,Credit card (automatic),Yes,4,Yes,High Risk
2277-VWCNI,Month-to-month,48.75,179.85,Mailed check,No,3,No,Low Risk
1088-CNNKB,One year,80.0,5040.2,Credit card (automatic),No,0,No,Low Risk
8642-GVWRF,Month-to-month,79.7,165.0,Bank transfer (automatic),No,3,Yes,Low Risk
1930-BZLHI,One year,20.35,422.7,Mailed check,Yes,1,No,Low Risk
3400-ESFUW,Two year,57.55,3046.4,Bank transfer (automatic),No,0,Yes,High Risk
5868-YTYKS,Month-to-month,20.25,20.25,Mailed check,Yes,4,No,Medium Risk
3525-DVKFN,Two year,19.4,358.05,Mailed check,No,0,No,Low Risk
1482-OXZSY,Month-to-month,100.4,2936.25,Bank transfer (automatic),Yes,4,No,Medium Risk
0377-JBKKT,Month-to-month,57.95,1271.8,Mailed check,Yes,4,No,Medium Risk
5778-BVOFB,Month-to-month,59.5,530.05,Bank transfer (automatic),Yes,4,No,Medium Risk
3373-YZZYM,Month-to-month,19.2,19.2,Mailed check,No,3,No,High Risk
2057-ZBLPD,Month-to-month,86.5,1808.7,Electronic check,Yes,6,Yes,Medium Risk
0228-MAUWC,Month-to-month,59.55,1144.6,Electronic check,No,5,No,High Risk
5502-RLUYV,Month-to-month,103.95,7446.9,Electronic check,Yes,6,Yes,High Risk
0023-HGHWL,Month-to-month,25.1,25.1,Electronic check,Yes,6,Yes,Medium Risk
7663-YJHSN,Two year,103.95,7556.9,Bank transfer (automatic),Yes,1,No,Low Risk
4915-BFSXL,Two year,68.95,4858.7,Credit card (automatic),No,0,No,Low Risk
3086-RUCRN,Month-to-month,103.1,6595.0,Bank transfer (automatic),Yes,4,No,High Risk
5215-LNLDJ,Month-to-month,24.7,149.05,Electronic check,Yes,6,No,Medium Risk
7576-JMYWV,Month-to-month,110.2,4972.1,Electronic check,Yes,6,No,Medium Risk
9039-RBEEE,Month-to-month,48.95,1880.85,Credit card (automatic),Yes,4,Yes,High Risk
0257-KXZGU,Month-to-month,62.45,2045.55,Bank transfer (automatic),No,3,No,Low Risk
1307-ATKGB,Month-to-month,89.55,2187.15,Electronic check,Yes,6,No,Medium Risk
8417-FMLZI,Month-to-month,83.55,477.55,Credit card (automatic),Yes,4,Yes,Medium Risk
3714-XPXBW,Month-to-month,78.9,2976.95,Credit card (automatic),Yes,4,No,Medium Risk
1850-AKQEP,Month-to-month,20.35,178.7,Mailed check,No,3,No,Low Risk
2824-DXNKN,Two year,71.45,5025.85,Bank transfer (automatic),Yes,1,No,Low Risk
5227-JSCFE,Two year,46.35,3353.4,Credit card (automatic),No,0,No,Low Risk
0848-ZGQIJ,Month-to-month,94.65,1461.15,Bank transfer (automatic),Yes,4,No,Medium Risk
3621-CHYVB,Month-to-month,49.9,2782.4,Bank transfer (automatic),Yes,4,No,High Risk
8042-RNLKO,One year,25.45,1699.15,Bank transfer (automatic),No,0,No,Low Risk
1792-UXAFY,Month-to-month,89.15,1496.9,Electronic check,Yes,6,Yes,High Risk
5372-FBKBN,Month-to-month,20.75,452.2,Mailed check,No,3,No,Low Risk
0420-TXVSG,Two year,66.1,4428.45,Credit card (automatic),Yes,1,No,Low Risk
6217-TOWGS,Month-to-month,75.4,1322.55,Bank transfer (automatic),Yes,4,No,High Risk
0515-YPMCW,Month-to-month,70.45,70.45,Mailed check,Yes,4,Yes,High Risk
0378-XSZPU,One year,60.3,3563.8,Credit card (automatic),No,0,Yes,High Risk
1045-LTCYT,Month-to-month,21.05,139.75,Credit card (automatic),No,3,No,Low Risk
1544-JJMYL,One year,69.35,1927.3,Credit card (automatic),No,0,No,Low Risk
4636-JGAAI,Month-to-month,88.85,3000.25,Mailed check,No,3,No,Medium Risk
6874-SGLHU,One year,97.0,3021.3,Bank transfer (automatic),Yes,1,No,Low Risk
5951-AOFIH,Month-to-month,66.4,2245.4,Credit card (automatic),Yes,4,No,Medium Risk
4729-XKASR,Month-to-month,24.75,24.75,Electronic check,No,5,Yes,High Risk
3059-NGMXB,Month-to-month,69.2,944.65,Mailed check,No,3,No,Medium Risk
8652-YHIYU,One year,79.5,1264.2,Credit card (automatic),Yes,1,No,Low Risk
5278-PNYOX,Two year,100.65,4917.75,Credit card (automatic),No,0,No,Low Risk
5449-FIBXJ,Month-to-month,103.3,2012.7,Electronic check,No,5,Yes,Medium Risk
3486-HOOGQ,Two year,79.7,5743.3,Bank transfer (automatic),No,0,No,Low Risk
5061-PBXFW,Month-to-month,61.4,1864.65,Bank transfer (automatic),No,3,No,Low Risk
8630-FJLIB,Month-to-month,69.8,1221.65,Electronic check,Yes,6,No,Medium Risk
3891-NLXJB,Two year,40.55,1390.85,Mailed check,Yes,1,No,Low Risk
4749-OJKQU,Month-to-month,75.65,302.35,Electronic check,Yes,6,No,Medium Risk
0577-WHMEV,Month-to-month,90.7,1374.9,Electronic check,No,5,No,High Risk
5453-AXEPF,Month-to-month,80.5,1336.9,Bank transfer (automatic),Yes,4,No,Medium Risk
3639-XJHKQ,Month-to-month,60.6,1297.8,Electronic check,Yes,6,No,Medium Risk
3716-LRGXK,Two year,101.15,6067.4,Credit card (automatic),No,0,No,Low Risk
2263-SFSQZ,Two year,24.95,1222.25,Mailed check,Yes,1,No,Low Risk
9950-MTGYX,Two year,20.3,487.95,Credit card (automatic),Yes,1,No,Medium Risk
3397-AVTKU,Two year,60.0,2548.55,Electronic check,Yes,3,No,Low Risk
4825-FUREZ,Two year,20.25,835.5,Electronic check,No,2,No,Medium Risk
9837-BMCLM,Month-to-month,78.5,242.05,Electronic check,Yes,6,Yes,Medium Risk
2672-OJQZP,Month-to-month,44.75,44.75,Mailed check,No,3,No,Low Risk
0137-UDEUO,Month-to-month,19.85,63.75,Mailed check,No,3,Yes,Medium Risk
3134-DSHVC,Two year,98.0,6218.45,Credit card (automatic),No,0,No,Low Risk
6161-UUUTA,Month-to-month,79.9,260.9,Electronic check,Yes,6,Yes,Medium Risk
7821-DPRQE,Month-to-month,107.7,7320.9,Electronic check,Yes,6,No,Medium Risk
6543-XRMYR,Month-to-month,99.7,2967.35,Electronic check,Yes,6,Yes,High Risk
2001-EWBQU,Two year,104.7,6333.8,Electronic check,No,2,No,High Risk
4925-LMHOK,Month-to-month,58.6,939.7,Credit card (automatic),Yes,4,Yes,Medium Risk
1608-GMEWB,Month-to-month,93.9,4200.25,Bank transfer (automatic),Yes,4,No,Medium Risk
6695-AMZUF,Two year,86.45,5950.2,Credit card (automatic),No,0,No,Low Risk
1455-UGQVH,Month-to-month,98.5,1037.75,Electronic check,Yes,6,Yes,High Risk
8410-BGQXN,Month-to-month,19.4,93.4,Mailed check,No,3,No,Low Risk
8280-MQRQN,Month-to-month,50.45,50.45,Mailed check,Yes,4,Yes,Medium Risk
1619-YWUBB,Two year,24.95,1614.9,Credit card (automatic),Yes,1,No,Low Risk
7611-YKYTC,Month-to-month,75.0,1573.95,Bank transfer (automatic),No,3,No,Low Risk
2037-SGXHH,Month-to-month,94.65,3624.3,Electronic check,Yes,6,Yes,High Risk
3178-FESZO,Month-to-month,100.25,100.25,Credit card (automatic),Yes,4,Yes,Medium Risk
0365-GXEZS,Month-to-month,78.2,1468.75,Electronic check,No,5,No,Medium Risk
0082-OQIQY,Month-to-month,94.2,2607.6,Electronic check,Yes,6,No,High Risk
6087-MVHJH,Month-to-month,88.45,1422.1,Electronic check,Yes,6,Yes,Medium Risk
4603-JANFB,Month-to-month,69.85,69.85,Electronic check,Yes,6,Yes,Medium Risk
3018-TFTSU,Month-to-month,81.7,858.6,Bank transfer (automatic),No,3,Yes,High Risk
3606-SBKRY,One year,50.05,1523.4,Electronic check,Yes,3,No,High Risk
4806-KEXQR,Month-to-month,79.9,324.3,Electronic check,Yes,6,Yes,Medium Risk
0667-NSRGI,One year,69.55,3435.6,Mailed check,Yes,1,No,Low Risk
7083-YNSKY,Month-to-month,25.4,399.6,Credit card (automatic),Yes,4,Yes,Medium Risk
6893-ODYYE,One year,90.1,4549.45,Credit card (automatic),Yes,1,No,Low Risk
8242-JSVBO,Month-to-month,44.65,322.5,Bank transfer (automatic),Yes,4,No,Medium Risk
2479-BRAMR,Month-to-month,83.75,3273.55,Bank transfer (automatic),Yes,4,Yes,High Risk
9541-ZPSEA,Two year,80.35,5375.15,Credit card (automatic),No,0,No,Low Risk
2665-NPTGL,Month-to-month,98.1,2510.7,Bank transfer (automatic),Yes,4,No,Medium Risk
1139-WUOAH,Two year,53.35,3090.05,Credit card (automatic),No,0,No,Low Risk
4693-VWVBO,Month-to-month,19.55,61.05,Electronic check,No,5,No,Medium Risk
7434-SHXLS,Month-to-month,20.9,20.9,Mailed check,No,3,Yes,Low Risk
6937-GCDGQ,One year,48.95,955.6,Bank transfer (automatic),Yes,1,No,Low Risk
0988-JRWWP,Month-to-month,54.2,140.4,Electronic check,Yes,6,No,High Risk
5075-JSDKI,Two year,24.45,1493.1,Electronic check,No,2,No,Low Risk
7908-QCBCA,Month-to-month,69.4,69.4,Mailed check,Yes,4,Yes,Medium Risk
8644-XYTSV,Month-to-month,40.15,1626.05,Bank transfer (automatic),Yes,4,No,Medium Risk
6711-FLDFB,Month-to-month,74.9,541.15,Electronic check,Yes,6,Yes,Medium Risk
3873-WOSBC,Two year,25.6,1784.9,Credit card (automatic),No,0,No,High Risk
7465-ZZRVX,Month-to-month,70.35,70.35,Electronic check,Yes,6,No,Medium Risk
7975-JMZNT,Two year,91.7,6075.9,Bank transfer (automatic),No,0,No,Low Risk
7251-XFOIL,Month-to-month,89.2,5500.6,Mailed check,No,3,No,Low Risk
4116-IQRFR,One year,24.1,73.1,Credit card (automatic),No,0,No,Low Risk
3714-JTVOV,Month-to-month,74.15,3229.4,Credit card (automatic),Yes,4,Yes,High Risk
8259-DZLIZ,One year,53.85,3399.85,Bank transfer (automatic),Yes,1,No,Low Risk
0442-ZXKVS,One year,115.6,6431.05,Bank transfer (automatic),Yes,1,No,Medium Risk
7853-WNZSY,Month-to-month,19.75,19.75,Credit card (automatic),Yes,4,No,High Risk
3120-FAZKD,Two year,24.05,1230.9,Bank transfer (automatic),Yes,1,No,High Risk
8606-OEGQZ,Two year,25.3,454.65,Credit card (automatic),No,0,No,Low Risk
0225-ZORZP,Month-to-month,84.3,235.05,Electronic check,No,5,No,Medium Risk
4702-IOQDC,Month-to-month,70.1,70.1,Electronic check,Yes,6,Yes,High Risk
9489-JMTTN,Two year,89.75,6595.9,Credit card (automatic),No,0,No,Low Risk
0575-CUQOV,One year,97.95,5867.0,Electronic check,Yes,3,No,Low Risk
0967-BMLBD,One year,20.0,196.35,Mailed check,Yes,1,No,Low Risk
6178-KFNHS,Month-to-month,78.3,909.25,Electronic check,Yes,6,Yes,Medium Risk
2830-LEWOA,One year,103.9,6449.15,Credit card (automatic),No,0,No,Low Risk
5006-MXVRN,Two year,20.7,762.45,Credit card (automatic),No,0,No,Low Risk
1264-BYWMS,Month-to-month,96.8,5283.95,Electronic check,Yes,6,Yes,High Risk
9658-WYUFB,Month-to-month,94.4,1617.5,Electronic check,Yes,6,Yes,High Risk
8327-WKMIE,One year,20.15,785.75,Credit card (automatic),No,0,No,Low Risk
6917-FIJHC,Two year,26.0,1776.0,Mailed check,Yes,1,No,Low Risk
5329-KRDTM,Two year,77.35,5396.25,Credit card (automatic),No,0,No,Low Risk
7797-EJMDP,Month-to-month,66.05,574.5,Bank transfer (automatic),No,3,No,Medium Risk
3530-VWVGU,Month-to-month,19.9,400.3,Mailed check,No,3,No,Low Risk
2013-SGDXK,Month-to-month,84.3,84.3,Electronic check,No,5,Yes,High Risk
6368-NWMCE,Month-to-month,68.15,2656.3,Credit card (automatic),No,3,No,High Risk
3633-CDBUW,One year,80.85,1445.95,Electronic check,No,2,No,Low Risk
0707-HOVVN,Two year,75.5,5212.65,Bank transfer (automatic),Yes,1,No,Medium Risk
8580-QVLOC,Two year,92.45,6440.25,Credit card (automatic),No,0,Yes,High Risk
3956-MGXOG,Month-to-month,80.6,2244.95,Electronic check,Yes,6,No,Medium Risk
9274-UARKJ,Month-to-month,83.2,1130.0,Bank transfer (automatic),Yes,4,No,Medium Risk
4077-HWUYD,Two year,87.55,6463.15,Bank transfer (automatic),Yes,1,No,Medium Risk
2012-NWRPA,Month-to-month,99.55,1131.2,Electronic check,Yes,6,Yes,High Risk
8808-ELEHO,Month-to-month,81.25,585.95,Electronic check,Yes,6,Yes,Medium Risk
0103-CSITQ,One year,109.4,6252.7,Bank transfer (automatic),Yes,1,No,Low Risk
3506-LCJDC,Month-to-month,19.95,19.95,Bank transfer (automatic),No,3,Yes,Medium Risk
8671-KKKOS,Month-to-month,45.55,2062.15,Electronic check,No,5,No,Medium Risk
7305-ZWMAJ,One year,20.7,587.1,Credit card (automatic),No,0,No,Low Risk
9518-XXBXE,Month-to-month,75.3,720.45,Electronic check,No,5,No,High Risk
3934-HXCFZ,Month-to-month,99.25,2186.4,Electronic check,Yes,6,Yes,High Risk
6578-KRMAW,Month-to-month,93.4,2979.3,Credit card (automatic),Yes,4,No,Medium Risk
4860-IJUDE,Month-to-month,73.75,956.65,Credit card (automatic),Yes,4,No,Medium Risk
7666-WKRON,Two year,80.45,3201.55,Electronic check,Yes,3,Yes,Medium Risk
9688-YGXVR,Month-to-month,88.15,3973.2,Credit card (automatic),Yes,4,No,Medium Risk
0423-UDIJQ,Month-to-month,49.2,447.9,Mailed check,No,3,No,Low Risk
1945-XISKS,Two year,19.65,1335.2,Mailed check,No,0,No,Low Risk
4910-AQFFX,Month-to-month,79.35,661.25,Bank transfer (automatic),Yes,4,Yes,Medium Risk
2154-KVJFF,Month-to-month,79.75,1111.85,Electronic check,Yes,6,Yes,Medium Risk
5360-LJCNJ,Two year,105.15,7555.0,Bank transfer (automatic),Yes,1,No,Low Risk
2607-FBDFF,Month-to-month,49.0,49.0,Credit card (automatic),No,3,No,Low Risk
9647-ERGBE,Month-to-month,100.05,3046.15,Electronic check,Yes,6,Yes,High Risk
3428-XZMAZ,Month-to-month,69.35,69.35,Electronic check,Yes,6,Yes,Medium Risk
1100-DDVRV,Month-to-month,49.8,836.35,Mailed check,Yes,4,No,Medium Risk
0378-TOVMS,Month-to-month,85.8,272.2,Electronic check,No,5,Yes,Medium Risk
4355-HBJHH,Two year,79.7,5293.4,Electronic check,Yes,3,Yes,High Risk
6728-WYQBC,Month-to-month,20.95,20.95,Bank transfer (automatic),No,3,No,Low Risk
9058-CBREO,Month-to-month,50.55,50.55,Mailed check,No,3,Yes,Low Risk
9029-FEGVJ,Month-to-month,79.3,2570.0,Mailed check,No,3,No,Low Risk
7216-KAOID,One year,19.5,798.2,Bank transfer (automatic),No,0,No,Low Risk
0318-QUUOB,Month-to-month,80.55,80.55,Electronic check,Yes,6,Yes,Medium Risk
6145-NNPNO,Month-to-month,44.15,44.15,Bank transfer (automatic),No,3,No,Low Risk
5520-FVEWJ,Month-to-month,84.5,916.9,Electronic check,Yes,6,Yes,High Risk
5339-TJFEK,Month-to-month,105.5,6487.2,Electronic check,Yes,6,No,Medium Risk
5572-ZDXHY,Month-to-month,84.3,1855.65,Mailed check,Yes,4,Yes,High Risk
2074-GUHPQ,Month-to-month,92.7,1556.85,Credit card (automatic),Yes,4,No,Medium Risk
4625-XMOYM,Two year,26.25,1988.05,Bank transfer (automatic),Yes,1,No,Low Risk
5827-MWCZK,Month-to-month,96.95,5432.2,Credit card (automatic),Yes,4,No,High Risk
1385-TQOZW,Month-to-month,20.45,147.55,Credit card (automatic),Yes,4,No,Medium Risk
5914-XRFQB,Two year,115.8,8424.9,Bank transfer (automatic),Yes,1,No,Low Risk
4329-YPDDQ,Month-to-month,108.2,2203.7,Bank transfer (automatic),Yes,4,No,Medium Risk
4804-NCPET,Two year,20.2,387.4,Mailed check,No,0,No,Low Risk
